,Unnamed: 0,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,year,Specific_Boroughs_Air
1514,1514,411081,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2016,05/31/2016,7.66,,2016,Brooklyn
1515,1515,547713,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2017,06/01/2017,8.25,,2017,Brooklyn
1516,1516,547715,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2016-17,12/01/2016,7.4,,2016,Brooklyn
1517,1517,411077,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2015-16,12/01/2015,8.12,,2015,Brooklyn
1518,1518,411079,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2016,12/31/2015,7.45,,2015,Brooklyn
1519,1519,168550,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2010-11,12/01/2010,11.6,,2010,Brooklyn
1520,1520,169376,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2010,06/01/2010,11.37,,2010,Brooklyn
1521,1521,170261,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2010,12/01/2009,8.94,,2009,Brooklyn
1522,1522,170379,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2012,12/01/2011,8.32,,2011,Brooklyn
1523,1523,411078,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2016,05/31/2016,8.03,,2016,Brooklyn
1524,1524,547711,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2017,01/01/2017,7.25,,2017,Brooklyn
1525,1525,169552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2013,06/01/2013,10.09,,2013,Brooklyn
1526,1526,170201,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2009,12/01/2008,10.34,,2008,Brooklyn
1527,1527,170378,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2012,12/01/2011,8.92,,2011,Brooklyn
1528,1528,334295,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2015,06/01/2015,9.16,,2015,Brooklyn
1529,1529,170260,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2010,12/01/2009,9.72,,2009,Brooklyn
1530,1530,170319,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2011,12/01/2010,10.08,,2010,Brooklyn
1531,1531,213791,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2013-14,12/01/2013,11.62,,2013,Brooklyn
1532,1532,214145,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2014,12/01/2013,8.88,,2013,Brooklyn
1533,1533,168549,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2010-11,12/01/2010,12.51,,2010,Brooklyn
1534,1534,334294,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2015,01/01/2015,8.42,,2015,Brooklyn
1535,1535,606006,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2018,06/01/2018,8.18,,2018,Brooklyn
1536,1536,606007,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2017-18,12/01/2017,8.32,,2017,Brooklyn
1537,1537,168431,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2008-09,12/01/2008,12.75,,2008,Brooklyn
1538,1538,168608,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2011-12,12/01/2011,9.17,,2011,Brooklyn
1539,1539,169434,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2011,06/01/2011,11.35,,2011,Brooklyn
1540,1540,169493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2012,06/01/2012,10.22,,2012,Brooklyn
1541,1541,170437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2013,12/01/2012,8.55,,2012,Brooklyn
1542,1542,213968,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2014,06/01/2014,8.61,,2014,Brooklyn
1543,1543,334296,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2014-15,12/01/2014,8.68,,2014,Brooklyn
1544,1544,547710,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2017,06/01/2017,8.76,,2017,Brooklyn
1545,1545,547712,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2016-17,12/01/2016,7.64,,2016,Brooklyn
1546,1546,606005,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2018,01/01/2018,6.95,,2018,Brooklyn
1547,1547,411076,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2016,12/31/2015,6.65,,2015,Brooklyn
1548,1548,547709,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2016-17,12/01/2016,7.31,,2016,Brooklyn
1549,1549,168490,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2009-10,12/01/2009,10.2,,2009,Brooklyn
1550,1550,168667,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Winter 2012-13,12/01/2012,10.19,,2012,Brooklyn
1551,1551,169316,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2009,06/01/2009,10.78,,2009,Brooklyn
1552,1552,169375,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,11.73,,2010,Brooklyn
1553,1553,334291,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2015,01/01/2015,7.62,,2015,Brooklyn
1554,1554,334292,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2015,06/01/2015,8.69,,2015,Brooklyn
1555,1555,547707,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2017,06/01/2017,8.14,,2017,Brooklyn
1556,1556,168548,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2010-11,12/01/2010,11.46,,2010,Brooklyn
1557,1557,169374,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2010,06/01/2010,11.32,,2010,Brooklyn
1558,1558,411074,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2015-16,12/01/2015,6.89,,2015,Brooklyn
1559,1559,411075,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2016,05/31/2016,7.65,,2016,Brooklyn
1560,1560,547708,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2017,01/01/2017,6.79,,2017,Brooklyn
1561,1561,606003,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2018,06/01/2018,7.83,,2018,Brooklyn
1562,1562,168489,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2009-10,12/01/2009,8.85,,2009,Brooklyn
1563,1563,169551,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2013,06/01/2013,9.63,,2013,Brooklyn
1564,1564,170200,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2009,12/01/2008,9.43,,2008,Brooklyn
1565,1565,606002,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2018,01/01/2018,6.53,,2018,Brooklyn
1566,1566,606004,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2017-18,12/01/2017,7.82,,2017,Brooklyn
1567,1567,168666,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2012-13,12/01/2012,9.67,,2012,Brooklyn
1568,1568,169433,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2011,06/01/2011,11.02,,2011,Brooklyn
1569,1569,170259,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2010,12/01/2009,8.76,,2009,Brooklyn
1570,1570,334293,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2014-15,12/01/2014,8.04,,2014,Brooklyn
1571,1571,170318,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2011,12/01/2010,9.37,,2010,Brooklyn
1572,1572,170377,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2012,12/01/2011,8.24,,2011,Brooklyn
1573,1573,170436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2013,12/01/2012,8.04,,2012,Brooklyn
1574,1574,213790,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2013-14,12/01/2013,11.03,,2013,Brooklyn
1575,1575,213967,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2014,06/01/2014,7.9,,2014,Brooklyn
1576,1576,214144,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2014,12/01/2013,8.32,,2013,Brooklyn
1577,1577,547705,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2017,01/01/2017,7.29,,2017,Brooklyn
1578,1578,605999,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2018,01/01/2018,7.06,,2018,Brooklyn
1579,1579,168430,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2008-09,12/01/2008,10.81,,2008,Brooklyn
1580,1580,168607,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2011-12,12/01/2011,7.86,,2011,Brooklyn
1581,1581,169315,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2009,06/01/2009,10.36,,2009,Brooklyn
1582,1582,169492,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2012,06/01/2012,9.86,,2012,Brooklyn
1583,1583,606000,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2018,06/01/2018,8.22,,2018,Brooklyn
1584,1584,606001,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2017-18,12/01/2017,8.48,,2017,Brooklyn
1585,1585,168606,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2011-12,12/01/2011,9.23,,2011,Brooklyn
1586,1586,213966,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2014,06/01/2014,8.63,,2014,Brooklyn
1587,1587,214143,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2014,12/01/2013,8.89,,2013,Brooklyn
1588,1588,334290,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2014-15,12/01/2014,8.73,,2014,Brooklyn
1589,1589,168547,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2010-11,12/01/2010,12.59,,2010,Brooklyn
1590,1590,168665,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2012-13,12/01/2012,10.14,,2012,Brooklyn
1591,1591,169550,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2013,06/01/2013,10.02,,2013,Brooklyn
1592,1592,170376,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2012,12/01/2011,8.91,,2011,Brooklyn
1593,1593,213789,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2013-14,12/01/2013,11.71,,2013,Brooklyn
1594,1594,411072,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2016,05/31/2016,8.1,,2016,Brooklyn
1595,1595,169491,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2012,06/01/2012,10.2,,2012,Brooklyn
1596,1596,170199,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2009,12/01/2008,10.3,,2008,Brooklyn
1597,1597,170258,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2010,12/01/2009,9.64,,2009,Brooklyn
1598,1598,334289,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2015,06/01/2015,9.19,,2015,Brooklyn
1599,1599,411071,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2015-16,12/01/2015,8.22,,2015,Brooklyn
1600,1600,547706,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2016-17,12/01/2016,7.63,,2016,Brooklyn
1601,1601,170317,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2011,12/01/2010,10.1,,2010,Brooklyn
1602,1602,170435,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2013,12/01/2012,8.5,,2012,Brooklyn
1603,1603,334288,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2015,01/01/2015,8.49,,2015,Brooklyn
1604,1604,411073,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2016,12/31/2015,7.49,,2015,Brooklyn
1605,1605,547704,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2017,06/01/2017,8.84,,2017,Brooklyn
1606,1606,169314,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2009,06/01/2009,10.78,,2009,Brooklyn
1607,1607,605996,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2018,01/01/2018,6.72,,2018,Brooklyn
1608,1608,605997,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,7.93,,2018,Brooklyn
1609,1609,168429,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2008-09,12/01/2008,12.64,,2008,Brooklyn
1610,1610,168488,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2009-10,12/01/2009,10.09,,2009,Brooklyn
1611,1611,169373,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2010,06/01/2010,11.74,,2010,Brooklyn
1612,1612,169432,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2011,06/01/2011,11.34,,2011,Brooklyn
1613,1613,170375,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2012,12/01/2011,8.56,,2011,Brooklyn
1614,1614,334287,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2014-15,12/01/2014,8.37,,2014,Brooklyn
1615,1615,411070,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2016,12/31/2015,7.03,,2015,Brooklyn
1616,1616,547701,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2017,06/01/2017,8.44,,2017,Brooklyn
1617,1617,547702,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2017,01/01/2017,7.0,,2017,Brooklyn
1618,1618,547703,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2016-17,12/01/2016,7.4,,2016,Brooklyn
1619,1619,170434,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2013,12/01/2012,8.23,,2012,Brooklyn
1620,1620,334285,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2015,01/01/2015,8.02,,2015,Brooklyn
1621,1621,411068,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2015-16,12/01/2015,7.54,,2015,Brooklyn
1622,1622,168605,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2011-12,12/01/2011,8.55,,2011,Brooklyn
1623,1623,168664,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2012-13,12/01/2012,9.86,,2012,Brooklyn
1624,1624,170257,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2010,12/01/2009,9.18,,2009,Brooklyn
1625,1625,169313,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2009,06/01/2009,10.54,,2009,Brooklyn
1626,1626,334286,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2015,06/01/2015,8.89,,2015,Brooklyn
1627,1627,411069,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2016,05/31/2016,7.85,,2016,Brooklyn
1628,1628,169372,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2010,06/01/2010,11.5,,2010,Brooklyn
1629,1629,169490,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2012,06/01/2012,9.99,,2012,Brooklyn
1630,1630,170316,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,9.72,,2010,Brooklyn
1631,1631,213788,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2013-14,12/01/2013,11.38,,2013,Brooklyn
1632,1632,213965,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2014,06/01/2014,8.22,,2014,Brooklyn
1633,1633,214142,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2014,12/01/2013,8.57,,2013,Brooklyn
1634,1634,605998,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2017-18,12/01/2017,8.11,,2017,Brooklyn
1635,1635,168487,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2009-10,12/01/2009,9.49,,2009,Brooklyn
1636,1636,168546,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2010-11,12/01/2010,12.03,,2010,Brooklyn
1637,1637,547700,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2016-17,12/01/2016,7.53,,2016,Brooklyn
1638,1638,605994,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2018,06/01/2018,7.89,,2018,Brooklyn
1639,1639,168428,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Winter 2008-09,12/01/2008,11.71,,2008,Brooklyn
1640,1640,169431,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2011,06/01/2011,11.14,,2011,Brooklyn
1641,1641,169549,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2013,06/01/2013,9.77,,2013,Brooklyn
1642,1642,170198,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2009,12/01/2008,9.84,,2008,Brooklyn
1643,1643,169548,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2013,06/01/2013,9.91,,2013,Brooklyn
1644,1644,170197,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2009,12/01/2008,10.18,,2008,Brooklyn
1645,1645,170256,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,12/01/2009,9.41,,2009,Brooklyn
1646,1646,213964,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2014,06/01/2014,8.51,,2014,Brooklyn
1647,1647,214141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,12/01/2013,8.83,,2013,Brooklyn
1648,1648,411066,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2016,05/31/2016,8.15,,2016,Brooklyn
1649,1649,168545,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,12/01/2010,12.46,,2010,Brooklyn
1650,1650,169312,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2009,06/01/2009,10.77,,2009,Brooklyn
1651,1651,170374,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2012,12/01/2011,8.81,,2011,Brooklyn
1652,1652,213787,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,12/01/2013,11.78,,2013,Brooklyn
1653,1653,334282,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2015,01/01/2015,8.42,,2015,Brooklyn
1654,1654,169430,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2011,06/01/2011,11.35,,2011,Brooklyn
1655,1655,169371,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2010,06/01/2010,11.74,,2010,Brooklyn
1656,1656,170315,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2011,12/01/2010,10.01,,2010,Brooklyn
1657,1657,334284,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2014-15,12/01/2014,8.74,,2014,Brooklyn
1658,1658,547699,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2017,01/01/2017,7.26,,2017,Brooklyn
1659,1659,605993,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2018,01/01/2018,6.79,,2018,Brooklyn
1660,1660,605995,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2017-18,12/01/2017,8.27,,2017,Brooklyn
1661,1661,170433,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,12/01/2012,8.41,,2012,Brooklyn
1662,1662,334283,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2015,06/01/2015,9.15,,2015,Brooklyn
1663,1663,411065,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2015-16,12/01/2015,8.1,,2015,Brooklyn
1664,1664,411067,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2016,12/31/2015,7.39,,2015,Brooklyn
1665,1665,547698,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2017,06/01/2017,8.76,,2017,Brooklyn
1666,1666,168663,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2012-13,12/01/2012,10.06,,2012,Brooklyn
