,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,year
4072,177811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2010,06/01/2010,11.83,,2010
4073,212920,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2014,12/01/2013,9.0,,2013
4074,333954,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2014-15,12/01/2014,10.16,,2014
4075,410736,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2016,05/31/2016,7.95,,2016
4076,547368,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2017,06/01/2017,9.46,,2017
4077,178567,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2013,12/01/2012,8.88,,2012
4078,212668,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2013-14,12/01/2013,12.45,,2013
4079,212794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2014,06/01/2014,8.65,,2014
4080,333952,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2015,01/01/2015,9.17,,2015
4081,410735,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2015-16,12/01/2015,8.41,,2015
4082,547369,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2017,01/01/2017,7.41,,2017
4083,605660,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2018,01/01/2018,6.4,,2018
4084,605661,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2018,06/01/2018,7.53,,2018
4085,177181,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2009-10,12/01/2009,11.5,,2009
4086,177223,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,12/01/2010,14.08,,2010
4087,177265,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,9.89,,2011
4088,177895,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2012,06/01/2012,10.15,,2012
4089,179582,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2011,06/01/2011,11.09,,2011
4090,179592,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2013,06/01/2013,9.32,,2013
4091,179647,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2009,12/01/2008,9.81,,2008
4092,179652,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2010,12/01/2009,8.8,,2009
4093,179657,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2011,12/01/2010,9.44,,2010
4094,333950,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2015,06/01/2015,8.68,,2015
4095,410732,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2015-16,12/01/2015,7.46,,2015
4096,410734,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2016,12/31/2015,6.84,,2015
4097,547366,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2017,01/01/2017,6.81,,2017
4098,605662,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2017-18,12/01/2017,7.79,,2017
4099,179497,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2008-09,12/01/2008,11.82,,2008
4100,179512,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2011-12,12/01/2011,8.42,,2011
4101,179517,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2012-13,12/01/2012,9.72,,2012
4102,179572,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2009,06/01/2009,10.5,,2009
4103,179587,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2012,06/01/2012,9.9,,2012
4104,211409,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2013-14,12/01/2013,11.78,,2013
4105,211424,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2014,06/01/2014,7.85,,2014
4106,333951,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2014-15,12/01/2014,8.39,,2014
4107,547367,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2016-17,12/01/2016,7.07,,2016
4108,179577,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2010,06/01/2010,11.43,,2010
4109,179667,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2013,12/01/2012,7.98,,2012
4110,211439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2014,12/01/2013,8.41,,2013
4111,410733,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2016,05/31/2016,7.8,,2016
4112,179502,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2009-10,12/01/2009,9.07,,2009
4113,547364,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2016-17,12/01/2016,7.95,,2016
4114,605657,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2018,01/01/2018,6.82,,2018
4115,179507,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2010-11,12/01/2010,11.68,,2010
4116,179662,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2012,12/01/2011,8.35,,2011
4117,333949,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2015,01/01/2015,7.69,,2015
4118,547365,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2017,06/01/2017,8.13,,2017
4119,179506,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2010-11,12/01/2010,12.1,,2010
4120,179511,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2011-12,12/01/2011,8.8,,2011
4121,179571,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2009,06/01/2009,10.27,,2009
4122,179581,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2011,06/01/2011,11.23,,2011
4123,179651,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2010,12/01/2009,9.2,,2009
4124,547362,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2017,06/01/2017,8.78,,2017
4125,179656,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2011,12/01/2010,9.75,,2010
4126,179661,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2012,12/01/2011,8.63,,2011
4127,211423,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2014,06/01/2014,8.23,,2014
4128,333946,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2015,01/01/2015,8.35,,2015
4129,333948,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2014-15,12/01/2014,8.89,,2014
4130,605659,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2017-18,12/01/2017,7.88,,2017
4131,179496,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2008-09,12/01/2008,12.56,,2008
4132,179501,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2009-10,12/01/2009,9.38,,2009
4133,179516,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2012-13,12/01/2012,9.9,,2012
4134,179586,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2012,06/01/2012,10.06,,2012
4135,410729,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2015-16,12/01/2015,7.59,,2015
4136,179646,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2009,12/01/2008,10.05,,2008
4137,211438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2014,12/01/2013,8.6,,2013
4138,333947,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2015,06/01/2015,9.21,,2015
4139,410730,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2016,05/31/2016,7.75,,2016
4140,410731,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2016,12/31/2015,7.17,,2015
4141,547363,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2017,01/01/2017,7.19,,2017
4142,605658,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2018,06/01/2018,8.3,,2018
4143,410727,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2016,05/31/2016,9.49,,2016
4144,547359,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2017,06/01/2017,10.43,,2017
4145,179576,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2010,06/01/2010,11.53,,2010
4146,179591,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2013,06/01/2013,10.09,,2013
4147,179666,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2013,12/01/2012,8.36,,2012
4148,211408,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2013-14,12/01/2013,11.23,,2013
4149,179495,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2008-09,12/01/2008,15.34,,2008
4150,179505,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2010-11,12/01/2010,14.76,,2010
4151,179570,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2009,06/01/2009,12.55,,2009
4152,179660,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2012,12/01/2011,10.92,,2011
4153,333943,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2015,01/01/2015,10.19,,2015
4154,410726,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2015-16,12/01/2015,9.45,,2015
4155,179590,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2013,06/01/2013,11.81,,2013
4156,211407,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2013-14,12/01/2013,14.13,,2013
4157,211422,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2014,06/01/2014,10.27,,2014
4158,333944,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2015,06/01/2015,10.79,,2015
4159,547360,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2017,01/01/2017,8.72,,2017
4160,605654,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2018,01/01/2018,8.46,,2018
4161,179585,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2012,06/01/2012,11.85,,2012
4162,179650,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2010,12/01/2009,11.61,,2009
4163,333945,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2014-15,12/01/2014,10.93,,2014
4164,547361,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2016-17,12/01/2016,8.96,,2016
4165,605655,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2018,06/01/2018,9.74,,2018
4166,179515,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2012-13,12/01/2012,12.83,,2012
4167,179665,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2013,12/01/2012,10.73,,2012
4168,211437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2014,12/01/2013,10.85,,2013
4169,410728,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2016,12/31/2015,8.97,,2015
4170,605656,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2017-18,12/01/2017,9.6,,2017
4171,179510,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2011-12,12/01/2011,11.32,,2011
4172,179580,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2011,06/01/2011,12.86,,2011
4173,605651,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2018,01/01/2018,7.19,,2018
4174,605652,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2018,06/01/2018,8.41,,2018
4175,179500,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2009-10,12/01/2009,11.98,,2009
4176,179575,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2010,06/01/2010,13.41,,2010
4177,179645,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2009,12/01/2008,12.63,,2008
4178,179655,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2011,12/01/2010,11.94,,2010
4179,179644,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2009,12/01/2008,10.5,,2008
4180,211436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2014,12/01/2013,9.09,,2013
4181,333940,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2015,01/01/2015,8.74,,2015
4182,410723,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2015-16,12/01/2015,8.42,,2015
4183,547356,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2017,06/01/2017,9.09,,2017
4184,547358,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2016-17,12/01/2016,7.94,,2016
4185,179649,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2010,12/01/2009,9.69,,2009
4186,179659,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2012,12/01/2011,9.02,,2011
4187,211421,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2014,06/01/2014,8.84,,2014
4188,333942,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2014-15,12/01/2014,9.03,,2014
4189,410724,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2016,05/31/2016,8.32,,2016
4190,547357,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2017,01/01/2017,7.52,,2017
4191,605653,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2017-18,12/01/2017,8.53,,2017
4192,179509,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2011-12,12/01/2011,9.17,,2011
4193,179569,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2009,06/01/2009,10.92,,2009
4194,179574,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2010,06/01/2010,11.96,,2010
4195,179584,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2012,06/01/2012,10.42,,2012
4196,179589,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2013,06/01/2013,10.27,,2013
4197,179579,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2011,06/01/2011,11.57,,2011
4198,179654,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2011,12/01/2010,10.2,,2010
4199,179664,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2013,12/01/2012,8.7,,2012
4200,211406,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2013-14,12/01/2013,11.86,,2013
4201,333941,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2015,06/01/2015,9.46,,2015
4202,410725,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2016,12/31/2015,7.76,,2015
4203,547596,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2017,06/01/2017,8.95,,2017
4204,605891,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2018,01/01/2018,7.0,,2018
4205,179494,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2008-09,12/01/2008,12.88,,2008
4206,179499,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2009-10,12/01/2009,9.97,,2009
4207,179504,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2010-11,12/01/2010,12.62,,2010
4208,179514,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2012-13,12/01/2012,10.33,,2012
4209,179179,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2010,12/01/2009,9.54,,2009
4210,179180,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2011,12/01/2010,10.1,,2010
4211,179182,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2013,12/01/2012,8.63,,2012
4212,211336,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2013-14,12/01/2013,11.88,,2013
4213,211342,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2014,12/01/2013,8.93,,2013
4214,334180,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2015,01/01/2015,8.5604,,2015
4215,179150,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2010-11,12/01/2010,12.56,,2010
4216,179152,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2012-13,12/01/2012,10.35,,2012
4217,179178,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2009,12/01/2008,10.43,,2008
4218,337744,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2014-15,12/01/2014,1.11,,2014
4219,334182,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2014-15,12/01/2014,9.1446,,2014
4220,179164,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2010,06/01/2010,11.83,,2010
4221,179166,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2012,06/01/2012,10.31,,2012
4222,179181,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2012,12/01/2011,8.95,,2011
4223,334181,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2015,06/01/2015,9.3688,,2015
4224,410964,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2016,05/31/2016,8.1,,2016
4225,410965,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2016,12/31/2015,7.45,,2015
4226,547597,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2017,01/01/2017,7.38,,2017
4227,605893,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2017-18,12/01/2017,8.2,,2017
4228,410963,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2015-16,12/01/2015,8.01,,2015
4229,547598,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2016-17,12/01/2016,7.89,,2016
4230,605892,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2018,06/01/2018,8.32,,2018
4231,179148,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2008-09,12/01/2008,12.89,,2008
4232,179163,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2009,06/01/2009,10.7,,2009
4233,179167,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2013,06/01/2013,10.15,,2013
4234,211420,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2014,06/01/2014,8.85,,2014
4235,547353,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2017,06/01/2017,9.58,,2017
4236,179149,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2009-10,12/01/2009,9.86,,2009
4237,179151,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2011-12,12/01/2011,9.15,,2011
4238,179165,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2011,06/01/2011,11.46,,2011
4239,211339,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2014,06/01/2014,8.53,,2014
4240,333938,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2015,06/01/2015,9.9,,2015
4241,410721,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2016,05/31/2016,8.29,,2016
4242,605649,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2018,06/01/2018,8.61,,2018
4243,179493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2008-09,12/01/2008,14.08,,2008
4244,179583,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2012,06/01/2012,10.51,,2012
4245,179658,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2012,12/01/2011,9.54,,2011
4246,547355,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2016-17,12/01/2016,8.3,,2016
4247,605648,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2018,01/01/2018,7.25,,2018
4248,179573,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2010,06/01/2010,12.12,,2010
4249,179578,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2011,06/01/2011,11.66,,2011
4250,179588,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2013,06/01/2013,10.44,,2013
4251,179663,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2013,12/01/2012,9.1,,2012
4252,336475,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2015,01/01/2015,19.97,,2015
4253,412412,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2015-16,12/01/2015,22.28,,2015
4254,412414,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2016,12/31/2015,18.42,,2015
4255,549746,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2017,01/01/2017,19.35,,2017
4256,549747,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2016-17,12/01/2016,26.37,,2016
4257,179353,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2011,06/01/2011,18.31,,2011
4258,179358,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2012,06/01/2012,17.02,,2012
